code,name_en,sector_33,sector_17
7456,"MATSUDA SANGYO Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7458,"DAIICHIKOSHO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7459,MEDIPAL HOLDINGS CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7460,"YAGI & CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7461,"KIMURA CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7462,CAPITA Inc.,Retail Trade,RETAIL TRADE
7463,"ADVAN GROUP CO.,LTD.",Retail Trade,RETAIL TRADE
7464,"SAFTEC CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7466,SPK CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7467,"HAGIWARA ELECTRIC HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7472,"TOBA,INC.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7475,"ALBIS Co.,Ltd.",Retail Trade,RETAIL TRADE
7476,AS ONE CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7477,MURAKI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7480,SUZUDEN CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7481,"OIE SANGYO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7482,"SHIMOJIMA Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7483,"DOSHISHA CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7486,"SANRIN CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7487,OZU CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7490,"NISSIN SHOJI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7494,"KONAKA CO.,LTD.",Retail Trade,RETAIL TRADE
7500,"NISHIKAWA KEISOKU Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7501,TIEMCO LTD.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7502,"PLAZA HOLDINGS CO.,LTD.",Services,"IT & SERVICES, OTHERS"
7504,KOHSOKU CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7505,"FUSO DENTSU CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7506,"HOUSE OF ROSE Co.,Ltd.",Retail Trade,RETAIL TRADE
7508,G-7 HOLDINGS Inc.,Retail Trade,RETAIL TRADE
7509,I.A GROUP CORPORATION,Retail Trade,RETAIL TRADE
7510,TAKEBISHI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7512,Aeon Hokkaido Corporation,Retail Trade,RETAIL TRADE
7513,"Kojima Co.,Ltd.",Retail Trade,RETAIL TRADE
7514,"HIMARAYA Co.,Ltd.",Retail Trade,RETAIL TRADE
7515,Maruyoshi Center Inc.,Retail Trade,RETAIL TRADE
7516,"KOHNAN SHOJI CO.,LTD.",Retail Trade,RETAIL TRADE
7520,"Eco's Co.,Ltd.",Retail Trade,RETAIL TRADE
7521,"MUSASHI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7522,"WATAMI CO.,LTD.",Retail Trade,RETAIL TRADE
7523,"ART VIVANT CO.,LTD.",Retail Trade,RETAIL TRADE
7524,MARCHE CORPORATION,Retail Trade,RETAIL TRADE
7525,RIX CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7527,SystemSoft Corporation,Information & Communication,"IT & SERVICES, OTHERS"
7531,SEIWA CHUO HOLDINGS CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7532,Pan Pacific International Holdings Corporation,Retail Trade,RETAIL TRADE
7537,MARUBUN CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7538,"DAISUI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7539,"AINAVO HOLDINGS Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7544,"Three F Co.,Ltd.",Retail Trade,RETAIL TRADE
7545,"NISHIMATSUYA CHAIN Co.,Ltd.",Retail Trade,RETAIL TRADE
7550,"ZENSHO HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
75505,"Series 1 Bond-Type Class Shares of ZENSHO HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
7551,"WEDS CO.,LTD.",Transportation Equipment,AUTOMOBILES & TRANSPORTATION EQUIPMENT
7552,HAPPINET CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7554,KOURAKUEN CORPORATION,Retail Trade,RETAIL TRADE
7555,"Ota Floriculture Auction Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7561,HURXLEY CORPORATION,Retail Trade,RETAIL TRADE
7562,"ANRAKUTEI Co.,Ltd",Retail Trade,RETAIL TRADE
7564,"WORKMAN CO.,LTD.",Retail Trade,RETAIL TRADE
7565,MANSEI CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7567,SAKAE ELECTRONICS CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7570,"HASHIMOTO SOGYO HOLDINGS CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7571,YAMANO HOLDINGS CORPORATION,Retail Trade,RETAIL TRADE
7575,"Japan Lifeline Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7578,"NICHIRYOKU CO.,LTD.",Retail Trade,RETAIL TRADE
7581,"SAIZERIYA CO.,LTD.",Retail Trade,RETAIL TRADE
7585,KAN-NANMARU CORPORATION,Retail Trade,RETAIL TRADE
7590,"TAKASHO CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7593,"VT HOLDINGS CO.,LTD.",Retail Trade,RETAIL TRADE
7595,ARGO GRAPHICS Inc.,Information & Communication,"IT & SERVICES, OTHERS"
7596,"UORIKI CO.,LTD.",Retail Trade,RETAIL TRADE
7599,IDOM Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7600,"Japan Medical Dynamic Marketing,INC.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7601,"POPLAR CO.,Ltd.",Retail Trade,RETAIL TRADE
7602,"Ledax Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7603,"Gyet Co.,Ltd.",Retail Trade,RETAIL TRADE
7604,"UMENOHANA GROUP CO.,LTD.",Retail Trade,RETAIL TRADE
7606,UNITED ARROWS LTD.,Retail Trade,RETAIL TRADE
7607,"Shinwa Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7608,"SK JAPAN CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7609,"Daitron Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7610,"TAY TWO CO.,LTD.",Retail Trade,RETAIL TRADE
7611,HIDAY HIDAKA Corp.,Retail Trade,RETAIL TRADE
7613,SIIX CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7614,"OM2Network Co.,Ltd.",Retail Trade,RETAIL TRADE
7615,"KYOTO KIMONO YUZEN HOLDINGS Co.,Ltd.",Retail Trade,RETAIL TRADE
7616,"COLOWIDE CO.,LTD.",Retail Trade,RETAIL TRADE
7619,"TANAKA CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7621,"UKAI CO.,LTD.",Retail Trade,RETAIL TRADE
7624,"Naito & Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7625,"GLOBAL-DINING,INC.",Retail Trade,RETAIL TRADE
7628,OHASHI TECHNICA INC.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7630,"ICHIBANYA CO.,LTD.",Retail Trade,RETAIL TRADE
7634,"HOSHIIRYO-SANKI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7635,"SUGITA ACE CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7636,"HANDSMAN CO.,LTD",Retail Trade,RETAIL TRADE
7637,"Hakudo Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7638,"NEW ART HOLDINGS Co.,Ltd.",Retail Trade,RETAIL TRADE
7640,"TOP CULTURE Co.,Ltd.",Retail Trade,RETAIL TRADE
7643,"DAIICHI CO.,LTD.",Retail Trade,RETAIL TRADE
7646,"PLANT Co.,Ltd.",Retail Trade,RETAIL TRADE
7649,"SUGI HOLDINGS Co.,LTD.",Retail Trade,RETAIL TRADE
7670,O-WELL CORPORATION,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7673,"DAIKO TSUSAN CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7674,"NATTY SWANKY holdings Co.,Ltd.",Retail Trade,RETAIL TRADE
7677,"Yashima & Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7678,"ASAKUMA CO.,LTD.",Retail Trade,RETAIL TRADE
7679,"YAKUODO HOLDINGS Co.,Ltd.",Retail Trade,RETAIL TRADE
7680,"KEIJIDOUSHAKAN.Co.,Ltd.",Retail Trade,RETAIL TRADE
7681,"LEOCLAN Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7682,"HAMAYUU CO.,LTD.",Retail Trade,RETAIL TRADE
7683,"WA,Inc.",Retail Trade,RETAIL TRADE
7685,"BuySell Technologies Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7686,"HitoMile Co.,Ltd.",Retail Trade,RETAIL TRADE
7687,"MICREED Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7689,Copa Corporation Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7690,CURRENT MOTOR Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7691,C Channel Corporation,Retail Trade,RETAIL TRADE
7692,EARTH INFINITY CO.LTD.,Electric Power and Gas,ELECTRIC POWER & GAS
7693,"Hokkaido Shika Sangyo Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7694,itsumo.inc.,Retail Trade,RETAIL TRADE
7695,"Koukandekirukun,Inc.",Retail Trade,RETAIL TRADE
7698,Iceco Inc.,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7699,OMNI-PLUS SYSTEM LIMITED,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
7701,Shimadzu Corporation,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7702,"JMS CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7707,"Precision System Science Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7709,KUBOTEK CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7711,"SUKEGAWA ELECTRIC CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7713,"SIGMA KOKI CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7715,"NAGANO KEIKI CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7716,NAKANISHI INC.,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7717,"V Technology Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7718,"STAR MICRONICS CO.,LTD.",Machinery,MACHINERY
7719,TOKYO KOKI CO.LTD.,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7721,TOKYO KEIKI INC.,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7722,"KOKUSAI CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7723,"Aichi Tokei Denki Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7725,INTER ACTION Corporation,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7726,KURODA PRECISION INDUSTRIES LTD.,Machinery,MACHINERY
7727,OVAL Corporation,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7729,"TOKYO SEIMITSU CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7730,"MANI,INC.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7731,NIKON CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7733,OLYMPUS CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7734,"RIKEN KEIKI CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7735,"SCREEN Holdings Co.,Ltd.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7739,CANON ELECTRONICS INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7740,"Tamron Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7741,HOYA CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7743,"SEED CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7744,"Noritsu Koki Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7745,"A&D HOLON Holdings Company,Limited",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7746,"OKAMOTO GLASS CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7747,"ASAHI INTECC CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7749,"MEDIKIT CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7751,CANON INC.,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7752,"RICOH COMPANY,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7760,IMV CORPORATION,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7762,"Citizen Watch Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7769,"RHYTHM CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7771,"Nihon Seimitsu Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7774,"Japan Tissue Engineering Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7775,"DAIKEN MEDICAL CO.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7776,CellSeed Inc.,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7777,"3-D Matrix,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7779,"CYBERDYNE,INC.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7780,"Menicon Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7781,"HIRAYAMA HOLDINGS Co.,Ltd.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7782,"Sincere Co.,LTD.",Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7791,"DREAMBED CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7792,"Colan Totte.Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7793,IMAGE MAGIC Inc.,Other Products,"IT & SERVICES, OTHERS"
7794,EDP Corporation,Other Products,"IT & SERVICES, OTHERS"
7795,"KYORITSU CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7800,"Amifa Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7803,Bushiroad Inc.,Other Products,"IT & SERVICES, OTHERS"
7804,"B&P Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7805,PRINTNET INC.,Other Products,"IT & SERVICES, OTHERS"
7806,"MTG Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7807,"KOWA CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7808,"C.S. LUMBER CO.,INC",Other Products,"IT & SERVICES, OTHERS"
7809,"KOTOBUKIYA CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7810,"Crossfor Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7811,"NAKAMOTO PACKS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7812,CRESTEC Inc.,Other Products,"IT & SERVICES, OTHERS"
7813,"PLATZ Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7814,"JAPAN Creative Platform Group Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7815,"TOKYO BOARD INDUSTRIES CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7817,"PARAMOUNT BED HOLDINGS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7818,"TRANSACTION CO.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7819,SHOBIDO Corporation,Other Products,"IT & SERVICES, OTHERS"
7820,"NIHON FLUSH CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7821,"MAEDA KOSEN CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7822,"Eidai Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7823,ARTNATURE INC.,Other Products,"IT & SERVICES, OTHERS"
7826,"FURUYA METAL CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7827,ORVIS CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7831,Wellco Holdings Corporation,Other Products,"IT & SERVICES, OTHERS"
7832,Bandai Namco Holdings Inc.,Other Products,"IT & SERVICES, OTHERS"
7833,IFIS JAPAN LTD.,Other Products,"IT & SERVICES, OTHERS"
7836,"AVIX,Inc.",Other Products,"IT & SERVICES, OTHERS"
7837,"R.C.CORE CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7839,"SHOEI CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7840,"FRANCE BED HOLDINGS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7841,"ENDO MANUFACTURING CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7844,Marvelous Inc.,Information & Communication,"IT & SERVICES, OTHERS"
7846,PILOT CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7847,GRAPHITE DESIGN INC.,Other Products,"IT & SERVICES, OTHERS"
7849,Starts Publishing Corporation,Information & Communication,"IT & SERVICES, OTHERS"
7850,"SOUGOU SHOUKEN CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7851,"KAWASE COMPUTER SUPPLIES CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7856,HAGIHARA INDUSTRIES INC.,Other Products,"IT & SERVICES, OTHERS"
7857,"SEKI CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7859,ALMEDIO INC.,Other Products,"IT & SERVICES, OTHERS"
7860,Avex Inc.,Information & Communication,"IT & SERVICES, OTHERS"
7863,"HIRAGA CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7864,"FUJI SEAL INTERNATIONAL,INC.",Other Products,"IT & SERVICES, OTHERS"
7865,"People Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7867,"TOMY COMPANY,LTD.",Other Products,"IT & SERVICES, OTHERS"
7868,"KOSAIDO Holdings Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7871,"FUKUVI CHEMICAL INDUSTRY CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7872,"ESTELLE HOLDINGS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7874,"LEC,INC.",Chemicals,RAW MATERIALS & CHEMICALS
7875,"TAKEDA iP HOLDINGS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7877,"EIDAI KAKO CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7878,"Kohsai Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7879,NODA CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7883,"Sun Messe Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7885,"TAKANO Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7886,"YAMATO Mobility & Mfg. Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
7887,"NANKAI PLYWOOD CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7888,SANKO GOSEI LTD.,Chemicals,RAW MATERIALS & CHEMICALS
7893,PRONEXUS INC.,Other Products,"IT & SERVICES, OTHERS"
7896,"SEVEN INDUSTRIES CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7897,"HOKUSHIN CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7898,"WOOD ONE CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7901,MATSUMOTO INC.,Other Products,"IT & SERVICES, OTHERS"
7902,"SONOCOM CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7906,"YONEX CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7908,"KIMOTO CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7911,TOPPAN Holdings Inc.,Other Products,"IT & SERVICES, OTHERS"
7912,"Dai Nippon Printing Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7914,"Kyodo Printing Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7915,"Nissha Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7916,"MITSUMURA PRINTING CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7917,ZACROS Corporation,Chemicals,RAW MATERIALS & CHEMICALS
7918,"VIA Holdings,Inc.",Retail Trade,RETAIL TRADE
7919,"Nozaki Insatsu Shigyo Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7921,TAKARA & COMPANY LTD.,Other Products,"IT & SERVICES, OTHERS"
7922,"SANKO SANGYO CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7923,TOIN CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7925,"MAEZAWA KASEI INDUSTRIES CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7927,MUTO SEIKO CO.,Chemicals,RAW MATERIALS & CHEMICALS
7928,"ASAHI KAGAKU KOGYO CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7931,"MIRAI INDUSTRY CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7932,"Nippi,Incorporated",Other Products,"IT & SERVICES, OTHERS"
7936,ASICS Corporation,Other Products,"IT & SERVICES, OTHERS"
7937,"TSUTSUMI JEWELRY CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7938,REGAL CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7939,"KENSOH CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7940,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7942,JSP Corporation,Chemicals,RAW MATERIALS & CHEMICALS
7943,NICHIHA CORPORATION,Glass and Ceramics Products,CONSTRUCTION & MATERIALS
7944,Roland Corporation,Other Products,"IT & SERVICES, OTHERS"
7946,KOYOSHA INC.,Other Products,"IT & SERVICES, OTHERS"
7947,FP CORPORATION,Chemicals,RAW MATERIALS & CHEMICALS
7949,"KOMATSU WALL INDUSTRY CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7951,YAMAHA CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7952,"Kawai Musical Instruments Manufacturing Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7953,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7955,Cleanup Corporation,Other Products,"IT & SERVICES, OTHERS"
7956,PIGEON CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7957,"FUJICOPIAN CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7962,"KING JIM CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7963,KOKEN LTD.,Other Products,"IT & SERVICES, OTHERS"
7965,Zojirushi Corporation,Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7966,LINTEC Corporation,Other Products,"IT & SERVICES, OTHERS"
7970,"Shin-Etsu Polymer Co.,Ltd.",Chemicals,RAW MATERIALS & CHEMICALS
7971,TOLI Corporation,Chemicals,RAW MATERIALS & CHEMICALS
7972,ITOKI CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7974,"Nintendo Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7975,"LIHIT LAB.,INC.",Other Products,"IT & SERVICES, OTHERS"
7976,"MITSUBISHI PENCIL COMPANY,LIMITED",Other Products,"IT & SERVICES, OTHERS"
7979,SHOFU INC.,Precision Instruments,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
7980,"SHIGEMATSU WORKS CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7981,"TAKARA STANDARD CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7983,Miroku Corporation,Other Products,"IT & SERVICES, OTHERS"
7984,"KOKUYO CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7985,NEPON Inc.,Metal Products,CONSTRUCTION & MATERIALS
7986,"NIHON ISK Company,Limited",Other Products,"IT & SERVICES, OTHERS"
7987,"NAKABAYASHI CO.,LTD.",Other Products,"IT & SERVICES, OTHERS"
7988,NIFCO INC.,Chemicals,RAW MATERIALS & CHEMICALS
7989,TACHIKAWA CORPORATION,Metal Products,CONSTRUCTION & MATERIALS
7990,"GLOBERIDE,Inc.",Other Products,"IT & SERVICES, OTHERS"
7991,"MAMIYA-OP CO.,LTD",Machinery,MACHINERY
7992,"The Sailor Pen Co.,Ltd.",Other Products,"IT & SERVICES, OTHERS"
7994,OKAMURA CORPORATION,Other Products,"IT & SERVICES, OTHERS"
7995,"VALQUA,LTD.",Chemicals,RAW MATERIALS & CHEMICALS
7997,Kurogane Kosakusho Ltd.,Other Products,"IT & SERVICES, OTHERS"
7999,"MUTOH HOLDINGS CO.,LTD.",Electric Appliances,ELECTRIC APPLIANCES & PRECISION INSTRUMENTS
8001,ITOCHU Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8002,Marubeni Corporation,Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8005,Scroll Corporation,Retail Trade,RETAIL TRADE
8006,"YUASA FUNASHOKU Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8007,"Takashima & Co.,Ltd.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8008,YONDOSHI HOLDINGS INC.,Retail Trade,RETAIL TRADE
8011,SANYO SHOKAI LTD.,Textiles and Apparels,RAW MATERIALS & CHEMICALS
8012,"NAGASE & CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
8013,"NAIGAI CO.,LTD.",Textiles and Apparels,RAW MATERIALS & CHEMICALS
8014,"CHORI CO.,LTD.",Wholesale Trade,COMMERCIAL & WHOLESALE TRADE
